job,run,gene,uniprot_id,antigen_len,PAE_IF,epitope_reprod,hit,prediction_id
flagship,screen-flagship-Q9BX67,JAM3,Q9BX67,210,18.473,0.217,0,sab_pred_oAM5IjN0rVqscvPY509H
flagship,screen-flagship-Q8NFR9,IL17RE,Q8NFR9,431,18.485,0.571,0,sab_pred_lf7xG71VkGHXXLgbXux7
flagship,screen-flagship-A6NI73,LILRA5,A6NI73,227,18.502,0.131,0,sab_pred_aE9r2x8czMAkSa9a9Vm7
flagship,screen-flagship-Q5TFQ8,SIRPB1,Q5TFQ8,342,18.515,0.286,0,sab_pred_6AZlwpbK2zsRk2dJT9OE
flagship,screen-flagship-P39086,GRIK1,P39086,546,18.516,0.222,0,sab_pred_P0V3B406ONovOhwVuk0a
flagship,screen-flagship-O15455,TLR3,O15455,681,18.518,0.398,0,sab_pred_3XFRWwjxtiHiFWt72dIS
flagship,screen-flagship-P29376,LTK,P29376,408,18.546,0.436,0,sab_pred_m1WSo3MWF2AvzqqKSA8h
flagship,screen-flagship-P59901,LILRA4,P59901,423,18.546,0.051,0,sab_pred_kxTDWJfG7fKR2wk4Kr81
flagship,screen-flagship-P01833,PIGR,P01833,620,18.558,0.471,0,sab_pred_HhvReopu0KKx2CMHDoKG
flagship,screen-flagship-O43184,ADAM12,O43184,501,18.593,0.848,0,sab_pred_UMQ5G1ShpsxJLiz1AoUI
flagship,screen-flagship-Q13488,TCIRG1,Q13488,385,18.61,0.589,0,sab_pred_cnUaw9uoqf51Pr08kaPY
flagship,screen-flagship-P55087,AQP4,P55087,323,18.612,0.27,0,sab_pred_6ci0YGmnji3LBV0ZpP7D
flagship,screen-flagship-P40126,DCT,P40126,449,18.621,0.261,0,sab_pred_yuCloK3gysHmsO86M50o
anchor2,screen-anchor2-P30498,HLA-B,P30498,285,18.629,0.884,0,sab_pred_piO8BImST3c95BDCC7TM
anchor2,screen-anchor2-Q9HBE5,IL21R,Q9HBE5,213,18.633,0.508,0,sab_pred_B4wTp7HJ5AwCYjInjkik
flagship,screen-flagship-Q9H9S5,FKRP,Q9H9S5,466,18.633,0.448,0,sab_pred_NxuLLFWiAnsPPzSmkLyU
flagship,screen-flagship-Q9HCJ1,ANKH,Q9HCJ1,492,18.686,0.281,0,sab_pred_VsgyBBMBbQJb2jU64ntw
flagship,screen-flagship-Q13651,IL10RA,Q13651,214,18.689,0.536,0,sab_pred_LNmtHGcvDVNOFrVIUzSW
flagship,screen-flagship-P30505,HLA-C,P30505,284,18.708,0.055,0,sab_pred_noVTBdG5AZco2tXz2QgR
anchor2,screen-anchor2-P79483,HLA-DRB3,P79483,198,18.764,0.138,0,sab_pred_V5M38NRpvAKVfTER1d15
anchor2,screen-anchor2-Q16099,GRIK4,Q16099,525,18.771,0.282,0,sab_pred_26RoBDtXstH64BkxNTh8
flagship,screen-flagship-A5X5Y0,HTR3E,A5X5Y0,223,18.779,0.526,0,sab_pred_ljtH6eZpCr5VzzZ8qBwp
anchor2,screen-anchor2-Q9NYJ7,DLL3,Q9NYJ7,466,18.784,0.388,0,sab_pred_pRiIcg7Bcq53zoJC6MCZ
flagship,screen-flagship-Q9UQV4,LAMP3,Q9UQV4,354,18.815,0.308,0,sab_pred_UKCtkmx8fLlTbQg04djA
anchor2,screen-anchor2-P30455,HLA-A,P30455,284,18.82,0.301,0,sab_pred_lAr3sRcRsX4sUNan508f
flagship,screen-flagship-P30498,HLA-B,P30498,285,18.837,0.124,0,sab_pred_1TghngABSJ1Yettv7CEw
flagship,screen-flagship-P18462,HLA-A,P18462,284,18.845,0.05,0,sab_pred_BvmAcqTkVI4r7JgbbqQb
flagship,screen-flagship-Q9C0C4,SEMA4C,Q9C0C4,643,18.85,0.197,0,sab_pred_gx3DBtOwkSl6gBXg8gFh
flagship,screen-flagship-Q8IUA7,ABCA9,Q8IUA7,445,18.861,0.011,0,sab_pred_cMMrvqoTGgAYmCuIvGIO
flagship,screen-flagship-Q9NRM6,IL17RB,Q9NRM6,275,18.876,0.389,0,sab_pred_Ky2IGs6mVc9vqpGoaRAw
flagship,screen-flagship-P05186,ALPL,P05186,484,18.876,0.396,0,sab_pred_FopTM6XgrPAQgvqKBG4z
flagship,screen-flagship-P30481,HLA-B,P30481,285,18.883,0.233,0,sab_pred_xhYaWeZrlV3NPeDJYJju
anchor2,screen-anchor2-P11362,FGFR1,P11362,355,18.908,0.167,0,sab_pred_uozEUxjvqwc6mJQc1MhA
flagship,screen-flagship-P48167,GLRB,P48167,246,18.936,0.261,0,sab_pred_55lD5uTPCxY3sufBb36j
flagship,screen-flagship-P30490,HLA-B,P30490,285,18.955,0.091,0,sab_pred_PkpFNqPo0YUd6VnZD3HL
anchor2,screen-anchor2-P04233,CD74,P04233,224,18.974,0.208,0,sab_pred_8isegn5L0tpwNGlhVooz
flagship,screen-flagship-Q8IYR6,TMEFF1,Q8IYR6,291,18.98,0.226,0,sab_pred_zcsuUPyVzXhnque8YyvL
anchor2,screen-anchor2-P98172,EFNB1,P98172,210,18.985,0.279,0,sab_pred_lmC9ea0Pkr5byW9yGbPa
anchor2,screen-anchor2-Q8TBE3,FNDC9,Q8TBE3,112,18.99,0.401,0,sab_pred_cwm9SfCb7tYoD4yip5o3
flagship,screen-flagship-Q96JJ7,TMX3,Q96JJ7,351,19.002,0.315,0,sab_pred_VVNx3tcrzm76ZLM9Qi7h
flagship,screen-flagship-Q8N3J6,CADM2,Q8N3J6,343,19.009,0.601,0,sab_pred_3krxdElXqrYldGA4WaMD
flagship,screen-flagship-P33681,CD80,P33681,208,19.019,0.707,0,sab_pred_TVEB9MbyW0CcA5sqLhxV
flagship,screen-flagship-P46098,HTR3A,P46098,218,19.047,0.871,0,sab_pred_McsRZpxkcI9fLNilPA6r
flagship,screen-flagship-O00400,SLC33A1,O00400,549,19.052,0.226,0,sab_pred_FvHdK2q9fpbwIrWpANqE
flagship,screen-flagship-Q8N139,ABCA6,Q8N139,436,19.059,0.416,0,sab_pred_ykZSdIuOalAMtMShsl7q
flagship,screen-flagship-Q9Y5I3,PCDHA1,Q9Y5I3,668,19.064,0.924,0,sab_pred_8t5ojEwUFMHetSYpthh7
flagship,screen-flagship-P10321,HLA-C,P10321,284,19.065,0.148,0,sab_pred_vZAJYDhNMcLYEtcVSdnQ
flagship,screen-flagship-P16190,HLA-A,P16190,284,19.091,0.6,0,sab_pred_vjask3JMhjwekLSVaIv4
flagship,screen-flagship-P23276,KEL,P23276,665,19.122,0.205,0,sab_pred_HgkoItYbVy003OXJj1H9
flagship,screen-flagship-Q9NTG1,PKDREJ,Q9NTG1,237,19.143,0.168,0,sab_pred_OOMOA13oT9cJDmV5LTiD
flagship,screen-flagship-Q8WTR4,GDPD5,Q8WTR4,283,19.188,0.153,0,sab_pred_IWscHxngrqBLLhT8jpb3
flagship,screen-flagship-Q96GP6,SCARF2,Q96GP6,398,19.205,0.935,0,sab_pred_3uI49OyVo161Ecb6U2FC
flagship,screen-flagship-P32942,ICAM3,P32942,456,19.212,0.155,0,sab_pred_0Zdc5hcFrUGkSbV0EmPj
anchor2,screen-anchor2-O43497,CACNA1G,O43497,136,19.225,0.388,0,sab_pred_dJdkFlFD8NH1mXmjlwLm
anchor2,screen-anchor2-Q9UJ42,GPR160,Q9UJ42,338,19.234,0.112,0,sab_pred_kg5jvyApu1wCn2ZK35ql
flagship,screen-flagship-Q9Y5H6,PCDHA8,Q9Y5H6,668,19.245,0.897,0,sab_pred_cgkSKLQRzmuP8A8EpNVH
flagship,screen-flagship-Q9NY64,SLC2A8,Q9NY64,477,19.255,0.114,0,sab_pred_GdgmRRMjiw4oXZJkDRN7
flagship,screen-flagship-Q6PRD1,GPR179,Q6PRD1,356,19.292,0.043,0,sab_pred_YTD2UcNjnJj9CFa77RFy
flagship,screen-flagship-Q29960,HLA-C,Q29960,284,19.293,0.216,0,sab_pred_gtAT2HcuHeDJ4DgMpO3z
flagship,screen-flagship-O43490,PROM1,O43490,285,19.303,0.48,0,sab_pred_ezfxCDHZUFU1ZIshBfWZ
flagship,screen-flagship-Q96PX8,SLITRK1,Q96PX8,605,19.32,0.304,0,sab_pred_Dlnf2jfmBQIUbHAnoMeC
flagship,screen-flagship-Q969P0,IGSF8,Q969P0,552,19.322,0.375,0,sab_pred_DTUblR2ggqyw6WltFb6F
flagship,screen-flagship-Q9UNN8,PROCR,Q9UNN8,193,19.338,0.502,0,sab_pred_rED4QKoYAFlezjes6E3g
flagship,screen-flagship-P21757,MSR1,P21757,375,19.355,0.133,0,sab_pred_WHkeiUwhOJQLQlqTKNyY
anchor2,screen-anchor2-P26951,IL3RA,P26951,287,19.359,0.427,0,sab_pred_gYrYy4tucL5H97fo8Bph
flagship,screen-flagship-P48169,GABRA4,P48169,224,19.361,0.757,0,sab_pred_yUqDLVyJaP5R6ZL8Ujfv
flagship,screen-flagship-O00591,GABRP,O00591,218,19.369,0.168,0,sab_pred_VyH3MDLFb4iAgF32aGB8
anchor2,screen-anchor2-Q6Q8B3,CD200R1L,Q6Q8B3,216,19.39,0.278,0,sab_pred_Ihq9bwy4E1CCQh4Y7zqV
flagship,screen-flagship-Q31610,HLA-B,Q31610,285,19.391,0.186,0,sab_pred_9iSSxsFwvspms6FpsDNT
flagship,screen-flagship-Q9Y487,ATP6V0A2,Q9Y487,393,19.404,0.182,0,sab_pred_4co9ZEbG4BigDebeJrYO
flagship,screen-flagship-Q8WWZ7,ABCA5,Q8WWZ7,449,19.448,0.098,0,sab_pred_F3OkompyXfPNXueroJGk
flagship,screen-flagship-P10314,HLA-A,P10314,284,19.455,0.254,0,sab_pred_A92mUJjKv2nKtWB9vfPg
flagship,screen-flagship-Q6NW40,RGMB,Q6NW40,368,19.541,0.211,0,sab_pred_D7Fcvi1HCF0MG9loZKuy
flagship,screen-flagship-P30492,HLA-B,P30492,285,19.571,0.569,0,sab_pred_hmk5QxL6f0q2NFksNMFH
anchor2,screen-anchor2-Q9H2B4,SLC26A1,Q9H2B4,207,19.577,0.142,0,sab_pred_1M9qMF452Fw87pF4rhDw
anchor2,screen-anchor2-Q7Z2H8,SLC36A1,Q7Z2H8,32,19.609,0.131,0,sab_pred_uwb2SXip9mDV47yuPRUU
anchor2,screen-anchor2-A6NDH6,OR5H15,A6NDH6,31,19.624,0.05,0,sab_pred_KA5NdD7KHMs4cE1edsGT
flagship,screen-flagship-P32926,DSG3,P32926,566,19.633,0.814,0,sab_pred_3t4InnQJo1kGViel86xK
flagship,screen-flagship-Q9UKJ8,ADAM21,Q9UKJ8,485,19.678,0.553,0,sab_pred_BXcjM1dVKHOeE5zWHdRB
flagship,screen-flagship-Q9HBX9,RXFP1,Q9HBX9,409,19.683,0.244,0,sab_pred_ngVPSTY0yt17nK7ZDGHH
anchor2,screen-anchor2-P37088,SCNN1A,P37088,456,19.713,0.425,0,sab_pred_g2gOx7VYLrrO9agPI0Xu
flagship,screen-flagship-Q96LA5,FCRL2,Q96LA5,382,19.718,0.291,0,sab_pred_CBSzTt0WHQIH1ILokbtm
anchor2,screen-anchor2-Q8IW00,VSTM4,Q8IW00,157,19.757,0.244,0,sab_pred_X719KRfcF8NReSilUdtF
flagship,screen-flagship-Q07000,HLA-C,Q07000,284,19.758,0.196,0,sab_pred_uK39ELM58CRMfY2zWOpV
flagship,screen-flagship-Q13508,ART3,Q13508,336,19.824,0.309,0,sab_pred_x1ntCCXeT7vwqvmemYTS
anchor2,screen-anchor2-Q6ZMC9,SIGLEC15,Q6ZMC9,244,19.825,0.628,0,sab_pred_iwWMxH6XvkZBI5dUwJij
anchor2,screen-anchor2-P07949,RET,P07949,607,19.839,0.174,0,sab_pred_2MqOqDZl2runCa3YPXZJ
anchor2,screen-anchor2-P30530,AXL,P30530,426,19.843,0.246,0,sab_pred_Axn00WvhIbfPR8Ey4cbi
anchor2,screen-anchor2-O15118,NPC1,O15118,249,19.848,0.217,0,sab_pred_bT7ldBnY1x1ECRc52xJ3
flagship,screen-flagship-Q06418,TYRO3,Q06418,389,19.861,0.128,0,sab_pred_j1LQXtuXZddlcshv07D3
anchor2,screen-anchor2-P01891,HLA-A,P01891,284,19.872,0.226,0,sab_pred_G5wHUmjnqvneR42r3xPr
flagship,screen-flagship-Q9UKB5,AJAP1,Q9UKB5,239,19.881,0.13,0,sab_pred_8WOwAuTVETyw9hMm1yOc
flagship,screen-flagship-Q99965,ADAM2,Q99965,512,19.888,0.241,0,sab_pred_pZ81tcETMNmeJ518Txp7
anchor2,screen-anchor2-P07202,TPO,P07202,828,19.892,0.097,0,sab_pred_hWiLam7KKcymXYyCAnBQ
flagship,screen-flagship-O95185,UNC5C,O95185,340,19.897,0.358,0,sab_pred_MsAwbmbrmNxibE6lSrC5
flagship,screen-flagship-Q96RL6,SIGLEC11,Q96RL6,534,19.916,0.231,0,sab_pred_lfH2JdrY2nw53YK3OfOc
flagship,screen-flagship-O71037,ERVK-19,O71037,543,19.953,0.622,0,sab_pred_83j3KCcid123cQE2WZsv
flagship,screen-flagship-Q9UHC9,NPC1L1,Q9UHC9,272,19.954,0.064,0,sab_pred_BCV5KJH2pQxfKi4QwawG
flagship,screen-flagship-P07359,GP1BA,P07359,515,19.971,0.171,0,sab_pred_HZWnZgfXGUMAIkIsaoaH
flagship,screen-flagship-P78325,ADAM8,P78325,639,19.986,0.165,0,sab_pred_uPUiQnC8lo2PdE3tO5i5
flagship,screen-flagship-O94933,SLITRK3,O94933,626,20.001,0.308,0,sab_pred_S5k7X5pmrU6Y7DEBAZuy
flagship,screen-flagship-Q15375,EPHA7,Q15375,528,20.006,0.499,0,sab_pred_LHE3UBkbwffW4wrYob6t
flagship,screen-flagship-O75326,SEMA7A,O75326,604,20.02,0.271,0,sab_pred_qq4lX0rLt5MNRk6UsExX
flagship,screen-flagship-Q9Y6X5,ENPP4,Q9Y6X5,392,20.031,0.492,0,sab_pred_XzjWYuDvOQY4KoBRnaJh
flagship,screen-flagship-P35613,BSG,P35613,188,20.041,0.615,0,sab_pred_h8oFrjap5nJyM2U9teAI
flagship,screen-flagship-Q86XK7,VSIG1,Q86XK7,211,20.06,0.264,0,sab_pred_kgIuSoV4IiIfAweF8SOa
flagship,screen-flagship-P61570,ERVK-25,P61570,543,20.075,0.282,0,sab_pred_jGK82SSL9usmCT8s1flY
flagship,screen-flagship-P30511,HLA-F,P30511,284,20.076,0.245,0,sab_pred_fZzwRkymTf4MS6n7pga5
flagship,screen-flagship-Q902F9,HERVK_113,Q902F9,543,20.096,0.62,0,sab_pred_qWsKpAx39xwhekGNA0ZW
anchor2,screen-anchor2-P30479,HLA-B,P30479,285,20.111,0.25,0,sab_pred_2NEmegXXnZpmBl7dDWDU
flagship,screen-flagship-Q16585,SGCB,Q16585,232,20.118,0.117,0,sab_pred_D7N2ETSLMHn3uftwCQrK
anchor2,screen-anchor2-P06127,CD5,P06127,348,20.14,0.142,0,sab_pred_UG0rYWskIbnUatsTeEdZ
flagship,screen-flagship-P35052,GPC1,P35052,507,20.156,0.194,0,sab_pred_ia7OGIgxEcDR5RrYka3F
flagship,screen-flagship-P30455,HLA-A,P30455,284,20.161,0.316,0,sab_pred_3YNapMIZ5vkFREVeEHgX
anchor2,screen-anchor2-A5X5Y0,HTR3E,A5X5Y0,223,20.162,0.2,0,sab_pred_gl6vAnYYY2B10jSBsQCa
flagship,screen-flagship-A6NFA1,TRABD2B,A6NFA1,467,20.171,0.079,0,sab_pred_UMitx2p6WEb4kBaSTQVy
flagship,screen-flagship-O95907,SLC16A8,O95907,504,20.186,0.236,0,sab_pred_xilcS847Kz1xp8IYVIgZ
flagship,screen-flagship-Q9BTN0,LRFN3,Q9BTN0,523,20.233,0.222,0,sab_pred_B1tNkTUiyqCF5Znx0Fh1
flagship,screen-flagship-O75487,GPC4,O75487,511,20.237,0.399,0,sab_pred_b14yJ8vJhJ7e4oXQLriU
flagship,screen-flagship-P20702,ITGAX,P20702,1000,20.255,0.751,0,sab_pred_2FjJjX9lSLEJ4gmP4GgJ
anchor2,screen-anchor2-Q8NG95,OR7G3,Q8NG95,37,20.26,0.031,0,sab_pred_vyOL1lWSztyeUGYiTjr2
flagship,screen-flagship-Q75T13,PGAP1,Q75T13,609,20.273,0.64,0,sab_pred_wKehKoJUkyc08NnJO99O
flagship,screen-flagship-P16473,TSHR,P16473,394,20.278,0.053,0,sab_pred_Fnlhcpg9a3RUit1ifTrq
flagship,screen-flagship-Q9NPF0,CD320,Q9NPF0,194,20.297,0.284,0,sab_pred_KCtTQTPQHCTk0er2wHNW
flagship,screen-flagship-P78536,ADAM17,P78536,457,20.304,0.174,0,sab_pred_nlLds9M3prgew80Lowis
anchor2,screen-anchor2-Q9UK23,NAGPA,Q9UK23,423,20.316,0.206,0,sab_pred_JmxpPI4MiLWexS7DDHoX
flagship,screen-flagship-Q9Y625,GPC6,Q9Y625,506,20.339,0.429,0,sab_pred_GHvnzbBJrbT1DjBSQnMF
flagship,screen-flagship-Q9UMX9,SLC45A2,Q9UMX9,530,20.347,0.39,0,sab_pred_1bfMdLj4aBeMUzAqlSKl
flagship,screen-flagship-Q8IW52,SLITRK4,Q8IW52,600,20.356,0.52,0,sab_pred_Um7xLH26vkDkmgh4enH0
flagship,screen-flagship-Q96F46,IL17RA,Q96F46,288,20.36,0.144,0,sab_pred_TNI7IVMrK9zBBc5PYLh7
anchor2,screen-anchor2-P25092,GUCY2C,P25092,407,20.374,0.041,0,sab_pred_BLDvqzqusNKtvw0s7GtJ
flagship,screen-flagship-Q9BYE2,TMPRSS13,Q9BYE2,400,20.386,0.093,0,sab_pred_dr7YYVmMYNc7xQ1iWWPb
flagship,screen-flagship-Q86V40,TRABD2A,Q86V40,459,20.429,0.314,0,sab_pred_to5E9EyTl6QQ9EU8vqHY
flagship,screen-flagship-P11230,CHRNB1,P11230,221,20.484,0.108,0,sab_pred_NUNIN8702VPnGtLdT2qX
flagship,screen-flagship-Q95365,HLA-B,Q95365,285,20.491,0.358,0,sab_pred_AJnUf3B1XOI5oCndpoPe
anchor2,screen-anchor2-Q08ET2,SIGLEC14,Q08ET2,342,20.497,0.377,0,sab_pred_MQR9Je0Je1apIqFVrkuB
anchor2,screen-anchor2-P29972,AQP1,P29972,269,20.524,0.287,0,sab_pred_boMqkQt7roYE2x7aTXZx
flagship,screen-flagship-Q9HCC8,GDPD2,Q9HCC8,281,20.542,0.146,0,sab_pred_7W1FBKbW3hInLz3RuwvW
flagship,screen-flagship-Q8N2Q7,NLGN1,Q8N2Q7,672,20.587,0.247,0,sab_pred_RGAfGXo91N4bZsW8jlTO
anchor2,screen-anchor2-P41217,CD200,P41217,202,20.588,0.414,0,sab_pred_U72Kshf7V0g6hoHNfxzo
flagship,screen-flagship-P03989,HLA-B,P03989,285,20.634,0.138,0,sab_pred_xmvK5BYK1jazhUV9tnzF
anchor2,screen-anchor2-Q96PL2,TECTB,Q96PL2,288,20.651,0.555,0,sab_pred_ObTCYAuAvV8ik4CdGb6X
flagship,screen-flagship-Q99650,OSMR,Q99650,713,20.679,0.046,0,sab_pred_tD2o6J5okHiRcCqudcwI
flagship,screen-flagship-P19256,CD58,P19256,187,20.688,0.171,0,sab_pred_uEFwidZcFHHNRPbJjXSP
flagship,screen-flagship-Q16832,DDR2,Q16832,378,20.708,0.307,0,sab_pred_lKKV2PPlmQ4Js7U0saE3
flagship,screen-flagship-Q9H2U9,ADAM7,Q9H2U9,650,20.708,0.168,0,sab_pred_ytzuMkQGA56mUULFTgO3
flagship,screen-flagship-P21917,DRD4,P21917,419,20.714,0.209,0,sab_pred_OUW63UfI1jggqjE7Qdxg
anchor2,screen-anchor2-O60602,TLR5,O60602,619,20.75,0.415,0,sab_pred_M2tilz2NkJ0tDQuQ7lxL
flagship,screen-flagship-P21860,ERBB3,P21860,624,20.757,0.367,0,sab_pred_GWIQlHHa3SUAC1IP2vkJ
flagship,screen-flagship-Q9BX97,PLVAP,Q9BX97,394,20.762,0.49,0,sab_pred_ScNTGrNuXaBTkUnQmKdW
flagship,screen-flagship-Q6UX15,LAYN,Q6UX15,214,20.801,0.167,0,sab_pred_dYLbnTdPjiLTqvFM04eo
flagship,screen-flagship-P11279,LAMP1,P11279,354,20.815,0.399,0,sab_pred_OMbpJ72hQ1lwiGRoR9Ue
flagship,screen-flagship-O75023,LILRB5,O75023,435,20.891,0.426,0,sab_pred_W7q7vUj3j5MmLsQrVvuy
flagship,screen-flagship-Q9ULZ9,MMP17,Q9ULZ9,440,20.892,0.277,0,sab_pred_FhXl1CcgAHnHdDfdvAdO
flagship,screen-flagship-P35916,FLT4,P35916,751,20.895,0.841,0,sab_pred_c0A2eaJyoeyv9X7oxOa5
flagship,screen-flagship-P17181,IFNAR1,P17181,409,20.939,0.345,0,sab_pred_HscgJzUd0ZtJPav6x0X2
flagship,screen-flagship-O95477,ABCA1,O95477,597,20.948,0.028,0,sab_pred_GaGOe2uol05Uxr6j59kM
flagship,screen-flagship-P07307,ASGR2,P07307,232,20.962,0.181,0,sab_pred_COmJ76ltnbmedCvLWCWh
flagship,screen-flagship-Q16819,MEP1A,Q16819,647,21.034,0.091,0,sab_pred_tmpqoO5uaVBWo27VFX5l
flagship,screen-flagship-Q9NYZ4,SIGLEC8,Q9NYZ4,347,21.044,0.562,0,sab_pred_VDgdHClyUgYIi3yXmq8w
flagship,screen-flagship-P10721,KIT,P10721,499,21.046,0.594,0,sab_pred_0DwurMcoHiMwCIxRVqcK
flagship,screen-flagship-P08195,SLC3A2,P08195,425,21.086,0.489,0,sab_pred_p77csBC3bFxMxuT7SY3F
flagship,screen-flagship-O15303,GRM6,O15303,561,21.101,0.088,0,sab_pred_aIA09XFJltRB1k8lMFQA
flagship,screen-flagship-O60486,PLXNC1,O60486,910,21.101,0.317,0,sab_pred_O7EJ2uBe29JxmC7fm5BR
flagship,screen-flagship-P54753,EPHB3,P54753,526,21.14,0.146,0,sab_pred_uUW6xDXuM9JXtIqMb5QT
flagship,screen-flagship-P49961,ENTPD1,P49961,441,21.153,0.176,0,sab_pred_ZVNk1UfO3XKhEyWi1g5C
flagship,screen-flagship-Q29718,HLA-B,Q29718,285,21.156,0.042,0,sab_pred_dL8wKq7hpDuHSPmuQ38W
flagship,screen-flagship-P35367,HRH1,P35367,487,21.197,0.208,0,sab_pred_ptQbTzVBNmdFL0pDa62y
flagship,screen-flagship-Q9H3R2,MUC13,Q9H3R2,403,21.225,0.328,0,sab_pred_VDjqkGNsBfbI3MqNf3Ua
flagship,screen-flagship-Q6UXZ4,UNC5D,Q6UXZ4,347,21.241,0.298,0,sab_pred_jMQs7Jcqp1yglb91N4vZ
flagship,screen-flagship-Q9H7F0,ATP13A3,Q9H7F0,471,21.285,0.103,0,sab_pred_qOdbcj5NJYajt1p9zylS
anchor2,screen-anchor2-P10314,HLA-A,P10314,284,21.287,0.341,0,sab_pred_U2jdmfU6gKt857F1dqoy
flagship,screen-flagship-Q86XM0,CATSPERD,Q86XM0,703,21.302,0.284,0,sab_pred_XOwLd5VjQHjZfzF1gkEx
anchor2,screen-anchor2-P32971,TNFSF8,P32971,172,21.321,0.176,0,sab_pred_TfT98ODGtUFT1PMzljst
flagship,screen-flagship-Q13224,GRIN2B,Q13224,529,21.328,0.045,0,sab_pred_z5CnwQJePqUOnBcnUaq3
anchor2,screen-anchor2-O60404,OR10H3,O60404,37,21.377,0.015,0,sab_pred_z3ozFCT1Y2xWW4nRO0CW
anchor2,screen-anchor2-Q6EMK4,VASN,Q6EMK4,552,21.387,0.071,0,sab_pred_CCoBEOVAJByDLcylidrq
anchor2,screen-anchor2-P16190,HLA-A,P16190,284,21.4,0.341,0,sab_pred_LPmmsubjpyHs6Sw54cHq
flagship,screen-flagship-P30460,HLA-B,P30460,285,21.408,0.009,0,sab_pred_2pYRbttrM3Bicl08fzc2
flagship,screen-flagship-P20645,M6PR,P20645,159,21.435,0.837,0,sab_pred_ndkUfB2xMEMJ28iSIqxG
flagship,screen-flagship-P55289,CDH12,P55289,555,21.435,0.228,0,sab_pred_2g06da1UolGCCAxdybZ9
anchor2,screen-anchor2-Q9NS93,TM7SF3,Q9NS93,274,21.506,0.287,0,sab_pred_5wM4ohoXIwFh8oochZJh
anchor2,screen-anchor2-P51654,GPC3,P51654,334,21.511,0.651,0,sab_pred_OeyVg2KGBLzfmnVn9QFS
flagship,screen-flagship-Q8TEQ8,PIGO,Q8TEQ8,432,21.515,0.306,0,sab_pred_obIWrhX5ypSvxLuETUZ9
anchor2,screen-anchor2-P17813,ENG,P17813,561,21.567,0.304,0,sab_pred_4lcMckVmQyhr8X2Rupf4
anchor2,screen-anchor2-Q9H2X3,CLEC4M,Q9H2X3,329,21.597,0.053,0,sab_pred_MkUcxTI65RAz5wkIk3p4
flagship,screen-flagship-P17787,CHRNB2,P17787,213,21.609,0.103,0,sab_pred_0VTNZXpN3pjtXMPFYTOw
anchor2,screen-anchor2-Q31610,HLA-B,Q31610,285,21.658,0.529,0,sab_pred_vQmxHybfTnngG0icYP1d
anchor2,screen-anchor2-P30487,HLA-B,P30487,285,21.669,0.913,0,sab_pred_dackHCrYceZU0QU69PLE
anchor2,screen-anchor2-Q01650,SLC7A5,Q01650,507,21.683,0.346,0,sab_pred_RYI6FB1BzgxPIjP81l5A
flagship,screen-flagship-Q96JP9,CDHR1,Q96JP9,681,21.696,0.939,0,sab_pred_I6YKb6VPQ5YSJ6LP3w7f
flagship,screen-flagship-Q14C87,TMEM132D,Q14C87,885,21.699,0.474,0,sab_pred_JgupanzImzfIaYNqgLkM
flagship,screen-flagship-Q9GZV3,SLC5A7,Q9GZV3,580,21.726,0.351,0,sab_pred_itJzgO7M09cnsaaJxhVB
flagship,screen-flagship-P55899,FCGRT,P55899,274,21.727,0.446,0,sab_pred_J6KZwEGccH7STMfW456G
anchor2,screen-anchor2-Q8NH57,OR52P1P,Q8NH57,36,21.749,0.041,0,sab_pred_b1sIYpYJryXE3A0Jfwg5
flagship,screen-flagship-Q9HD43,PTPRH,Q9HD43,727,21.789,0.13,0,sab_pred_hjBQaxJ72etXbX1iYemc
flagship,screen-flagship-Q04912,MST1R,Q04912,933,21.814,0.475,0,sab_pred_Kzlj9JA9zdc3CW6kMZCp
flagship,screen-flagship-P30457,HLA-A,P30457,284,21.827,0.366,0,sab_pred_5OyBEelN4jJS7FcQHtLN
anchor2,screen-anchor2-Q9Y5P1,OR51B2,Q9Y5P1,36,21.836,0.0,0,sab_pred_9RATXytoVIp4lwstYQd6
anchor2,screen-anchor2-P18465,HLA-B,P18465,285,21.863,0.484,0,sab_pred_euUEjQsq73BhhxhlBPOg
flagship,screen-flagship-P30486,HLA-B,P30486,285,21.888,0.183,0,sab_pred_2uwsO91cQA3yQv7qujDf
flagship,screen-flagship-Q14833,GRM4,Q14833,555,21.905,0.127,0,sab_pred_2qfbZuuuuEMcd0CxrGF4
flagship,screen-flagship-Q7Z3C6,ATG9A,Q7Z3C6,415,21.918,0.345,0,sab_pred_QoooUNxW0PaCtg0A5YlX
flagship,screen-flagship-O14672,ADAM10,O14672,653,21.926,0.692,0,sab_pred_rbDAvkcWrvWR9yxBwSCY
anchor2,screen-anchor2-Q96FT7,ASIC4,Q96FT7,349,21.959,0.135,0,sab_pred_x7Wj91vN13OOZj5WWpQv
anchor2,screen-anchor2-Q9ULH4,LRFN2,Q9ULH4,514,21.975,0.453,0,sab_pred_btOQ2exByTvB3UsTxKUj
flagship,screen-flagship-Q9NS62,THSD1,Q9NS62,389,21.979,0.122,0,sab_pred_tIFxAvumgieAlSCv4UwC
anchor2,screen-anchor2-Q9UKH3,ERVK-9,Q9UKH3,542,21.993,0.281,0,sab_pred_TllYPshu7Ebg8ulsdcLi
flagship,screen-flagship-Q14500,KCNJ12,Q14500,433,22.013,0.243,0,sab_pred_PiWtbSojhucHLF85TbSY
